LEAR_ID,AGENCYNAME,CITY,STATE,ZIPCODE,FIPS,POPSERVED,POPGROUP,FTSWORN,PERS_NEW_WHT,PERS_NEW_BLK,PERS_NEW_HSP,PERS_NEW_IND,PERS_NEW_ASN,PERS_NEW_HAW,PERS_NEW_TWO,PERS_NEW_UNK,PERS_NEW_TOTR,PERS_NEW_MALE,PERS_NEW_FEM,PERS_NEW_TOTS,PERS_WHITE_MALE,PERS_BLACK_MALE,PERS_HISP_MALE,PERS_AMIND_MALE,PERS_ASIAN_MALE,PERS_HAWPI_MALE,PERS_MULTI_MALE,PERS_UNK_MALE,PERS_MALE,PERS_WHITE_FEM,PERS_BLACK_FEM,PERS_HISP_FEM,PERS_AMIND_FEM,PERS_ASIAN_FEM,PERS_HAWPI_FEM,PERS_UNK_FEM,PERS_FEMALE,PERS_CHF_RACE,PERS_SUP_SGT_WH,PERS_SUP_SGT_BK,PERS_SUP_SGT_HS,PERS_SUP_SGT_AI,PERS_SUP_SGT_AS,PERS_SUP_SGT_HA,PERS_SUP_SGT_MUL,PERS_SUP_SGT_UNK,PERS_SUP_SGT_TOTR,PERS_SUP_SGT_MALE,PERS_SUP_SGT_FEM,PERS_SUP_SGT_TOTS,PERS_COLBAR_SWN,PERS_COLBAR_LIM,PERS_COLBAR_NON,NUMCPO,CP_MISSION,CP_PLAN,CP_TRN_NEW,CP_CPACAD,CP_TRN_INSRV,ISSU_ADDR_CP,EQ_AUTH_NECK,EQ_AUTH_CHEM,POL_MAXHRS,POL_MENTILL,POL_INCUSDTH,POL_RACPROF,POL_ACTSHOOT,POL_STFRSK,POL_FOOT,POL_MSCOND,POL_BWC,POL_CULTAW,POL_INV_INJRY,POL_INV_DTH,POL_CCRB,ISSU_ADDR_CRMPREV
640100,AUBURN POLICE DEPARTMENT,AUBURN,KS,66402,20177,1212,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,-8,-8,-8,-8,2,-8,2,1,3,-8,-8,2,2,2,2,1,2,2,1,1,2,1,1,2,3
638946,LENZBURG POLICE DEPARTMENT,LENZBURG,IL,62255,17163,488,9,1,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,0,0,0,0,0,0,0,0,0,0,0,0,-9,-8,-8,7,1,2,-8,2,3,-9,-9,-9,2,2,2,1,1,1,1,1,2,2,1,1,2,-9
634435,LAWRENCE TOWNSHIP POLICE DEPARTMENT,LAWRENCEVILLE,PA,16929,42117,1692,9,0,1,0,0,0,0,0,0,0,1,1,0,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,-8,-8,-8,-8,1,3,2,3,3,-8,-8,2,1,2,2,1,1,1,2,2,2,1,1,2,3
288574,TEXAS DEPARTMENT OF PUBLIC SAFETY,AUSTIN,TX,78773,48453,27862596,1,3796,2,0,4,0,0,0,0,0,6,5,1,6,2141,294,1055,34,31,0,0,0,3555,98,26,112,2,3,0,0,241,1,283,29,133,7,2,0,0,0,454,427,27,454,1,-8,3,0,1,2,1,1,2,3,1,2,1,2,1,1,2,2,2,1,1,1,2,2,2,3
648467,UNIONVILLE POLICE DEPARTMENT,UNIONVILLE,MI,48767,26157,492,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,-8,-8,-8,-8,2,-8,2,3,5,-8,-8,2,2,1,1,1,1,2,1,2,2,1,1,2,5
631510,HARTFORD POLICE DEPARTMENT,HARTFORD,WI,53027,55131,14605,7,24,3,0,0,0,0,0,0,0,3,3,0,3,23,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,3,0,3,1,-8,1,0,1,2,3,1,3,3,1,-88,2,1,2,1,1,2,2,1,1,2,1,1,2,3
630998,UINTA COUNTY SO,EVANSTON,WY,82930,56041,20773,7,21,1,0,0,0,0,0,0,0,1,1,0,1,20,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,1,1,1,2,1,2,-88,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2
630940,EVANSTON POLICE DEPARTMENT,EVANSTON,WY,82930,56041,12090,7,24,2,0,0,0,0,0,0,0,2,2,0,2,22,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,2,7,8,0,0,0,0,0,0,0,8,7,1,8,3,-8,3,2,1,2,1,2,2,3,1,1,2,1,1,2,1,1,1,1,2,2,1,1,2,3
630993,SWEETWATER COUNTY SO,ROCK SPRINGS,WY,82901,56037,44165,6,48,4,0,0,0,0,0,0,0,4,2,2,4,44,0,0,0,0,0,0,0,44,4,0,0,0,0,0,0,4,1,15,0,2,0,0,0,0,0,17,12,5,17,3,3,3,0,1,2,1,2,1,2,-88,2,2,1,2,1,2,2,2,1,1,1,2,2,2,1
630932,CODY POLICE DEPARTMENT,CODY,WY,82414,56029,9836,8,18,1,0,0,0,0,0,0,0,1,1,0,1,15,1,1,0,0,0,0,0,17,1,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,4,4,0,4,3,-8,3,0,1,2,1,2,3,3,-88,2,1,1,2,1,2,1,2,1,2,2,2,2,2,3
630974,NATRONA COUNTY SO,CASPER,WY,82601,56025,81039,5,66,8,0,0,0,0,0,0,0,8,7,1,8,53,0,2,0,1,0,0,0,56,8,0,2,0,0,0,0,10,1,25,0,2,0,0,0,0,0,27,23,4,27,3,3,3,1,2,2,3,2,3,4,-88,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2
630995,THAYNE POLICE DEPARTMENT,THAYNE,WY,83127,56023,367,9,1,-9,-9,-9,-9,-9,-9,-9,-9,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,1,-8,2,-9,2,-88,1,1,1,1,2,1,1,2,1,2,2,1,1,-9,2
630958,KEMMERER POLICE DEPARTMENT,KEMMERER,WY,83101,56023,2771,8,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,2,-8,-8,7,1,2,-8,2,3,3,-88,-88,2,2,1,1,1,1,2,1,1,2,1,1,2,3
631011,WYOMING HIGHWAY PATROL,CHEYENNE,WY,82009,56021,585501,2,198,28,0,2,1,0,0,0,0,31,30,1,31,188,0,3,0,0,0,0,0,191,7,0,0,0,0,0,0,7,1,20,0,1,0,0,0,0,0,21,21,0,21,3,-8,3,0,2,2,3,2,3,3,-88,2,2,2,2,1,2,1,2,2,2,2,2,1,2,3
630931,CHEYENNE POLICE DEPARTMENT,CHEYENNE,WY,82001,56021,64019,5,107,6,0,0,0,0,0,0,0,6,6,0,6,80,3,6,0,0,0,0,7,96,11,0,0,0,0,0,0,11,1,14,0,0,0,0,0,0,0,14,14,0,14,3,-8,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1
630956,JOHNSON COUNTY SO,BUFFALO,WY,82834,56019,8486,8,13,2,0,0,0,0,0,0,0,2,1,1,2,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,3,0,3,3,3,3,0,2,2,3,2,3,3,-88,-88,2,1,1,2,1,1,2,1,2,2,1,1,1,4
630957,KAYCEE POLICE DEPARTMENT,KAYCEE,WY,82639,56019,263,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-8,-8,1,-8,2,-8,2,3,3,-88,-88,2,2,2,2,2,2,2,2,2,2,1,1,2,3
630947,GOSHEN COUNTY SO,TORRINGTON,WY,82240,56015,13390,7,9,6,0,0,0,0,0,0,0,6,3,3,6,8,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,3,0,3,-9,-9,-9,0,2,1,-8,2,-9,4,-88,2,1,1,1,2,1,1,2,1,1,2,2,1,2,3
630938,DOUGLAS POLICE DEPARTMENT,DOUGLAS,WY,82633,56009,6541,8,18,1,1,0,0,0,0,0,0,2,2,0,2,15,1,0,0,0,0,0,1,17,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,2,0,2,3,-8,-8,16,1,2,1,2,2,3,-88,2,1,1,1,1,2,1,1,1,2,2,1,1,2,3
630962,LARAMIE POLICE DEPARTMENT,LARAMIE,WY,82070,56001,32382,6,47,1,0,0,2,0,0,0,0,3,3,0,3,40,0,0,1,0,0,0,0,41,6,0,0,0,0,0,0,6,1,8,0,0,0,0,0,0,0,8,7,1,8,3,-8,3,1,1,1,1,2,2,2,-88,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1
631493,GRAND RAPIDS POLICE DEPARTMENT,WISCONSIN RAPIDS,WI,54494,55141,7427,8,6,2,0,0,0,0,0,0,0,2,2,0,2,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,-8,1,6,1,2,3,2,3,3,1,-88,1,1,1,1,1,1,1,1,2,2,1,1,2,3
631888,WINNEBAGO COUNTY SHERIFF'S OFFICE,OSHKOSH,WI,54901,55139,169886,4,129,7,0,0,0,1,0,0,0,8,8,0,8,103,0,1,0,0,0,0,0,104,24,1,0,0,0,0,0,25,1,11,0,0,0,0,0,0,0,11,6,5,11,1,-8,3,1,1,1,1,1,1,2,-88,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2
631687,OSHKOSH POLICE DEPARTMENT,OSHKOSH,WI,54901,55139,66579,5,100,7,1,0,0,0,1,0,0,9,7,2,9,82,0,1,1,1,1,1,0,87,12,1,0,0,0,0,0,13,1,12,0,0,0,0,0,0,0,12,12,0,12,2,-8,3,62,1,1,1,1,3,1,-88,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1
631526,IOLA POLICE DEPARTMENT,IOLA,WI,54945,55135,962,9,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-8,-8,0,2,2,-8,2,3,3,-88,-88,2,1,2,2,1,1,2,1,2,2,1,1,2,3
631393,CLINTONVILLE POLICE DEPARTMENT,CLINTONVILLE,WI,54929,55135,4405,8,11,1,0,1,0,0,0,0,0,2,2,0,2,10,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,3,0,3,2,-8,3,0,2,2,3,2,3,3,-88,1,2,1,1,1,1,2,1,1,2,2,1,1,2,3
631596,MARION POLICE DEPARTMENT,MARION,WI,54950,55135,1187,9,3,2,0,0,0,0,0,0,0,2,2,0,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,3,-8,-8,3,1,2,3,2,2,3,1,-88,2,1,1,1,1,1,1,1,2,2,1,1,2,3
631643,MUKWONAGO POLICE DEPARTMENT,MUKWONAGO,WI,53149,55133,8116,8,14,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,13,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,-8,3,0,1,2,-8,2,2,3,-88,2,2,2,1,1,1,1,2,1,2,2,2,1,2,3
631655,NEW BERLIN POLICE DEPARTMENT,NEW BERLIN,WI,53151,55133,39803,6,68,4,0,0,0,0,0,0,0,4,2,2,4,58,0,3,0,0,0,0,0,61,7,0,0,0,0,0,0,7,1,14,0,0,0,0,0,0,0,14,14,0,14,2,-8,3,2,1,1,1,1,2,1,-88,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1
631356,BROOKFIELD POLICE DEPARTMENT,BROOKFIELD,WI,53005,55133,38016,6,67,3,2,0,0,0,0,0,0,5,4,1,5,52,1,2,0,0,0,0,0,55,12,0,0,0,0,0,0,12,1,5,0,1,0,0,0,0,0,6,6,0,6,2,-8,3,70,1,2,1,2,2,2,-88,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1
631857,WAUKESHA COUNTY SHERIFF'S OFFICE,WAUKESHA,WI,53188,55133,398424,3,152,7,0,0,0,0,0,0,0,7,4,3,7,125,2,2,0,0,0,0,0,129,22,1,0,0,0,0,0,23,1,12,0,0,0,0,0,0,0,12,11,1,12,1,-8,3,0,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2
631532,JACKSON POLICE DEPARTMENT,JACKSON,WI,53037,55131,4452,8,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,-8,3,0,1,2,-8,2,3,3,-88,-88,1,1,1,1,1,1,2,1,2,2,2,1,2,2
631851,WASHINGTON COUNTY SHERIFF'S OFFICE,WEST BEND,WI,53090,55131,134296,4,70,9,0,0,0,0,0,0,0,9,8,1,9,66,0,0,1,0,0,0,0,67,3,0,0,0,0,0,0,3,1,6,0,0,1,0,0,0,0,7,7,0,7,2,-8,3,0,2,1,2,2,2,3,1,2,2,1,1,1,1,1,1,1,2,1,2,1,2,3
631420,DELAVAN TOWN POLICE DEPARTMENT,DELAVAN,WI,53115,55127,5326,8,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,1,1,2,1,-8,3,0,-8,2,-8,2,2,2,1,-88,1,2,1,1,2,1,1,1,2,2,2,1,2,2
631886,WILLIAMS BAY POLICE DEPARTMENT,WILLIAMS BAY,WI,53191,55127,2594,8,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,2,-8,3,0,1,2,-8,2,3,3,-88,-88,2,1,1,1,1,1,1,1,2,2,2,1,1,3
631607,MEDFORD POLICE DEPARTMENT,MEDFORD,WI,54451,55119,4337,8,9,1,0,0,0,0,0,0,0,1,1,0,1,9,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,-9,0,2,2,3,2,3,3,1,-88,2,1,1,1,2,1,1,2,2,2,1,1,2,3
631765,SHAWANO COUNTY SHERIFF'S OFFICE,SHAWANO,WI,54166,55115,41062,6,38,2,0,0,0,0,0,0,0,2,2,0,2,35,0,0,1,0,0,1,0,37,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,1,0,1,1,-8,3,1,1,1,2,1,1,-9,-88,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
631316,BARABOO POLICE DEPARTMENT,BARABOO,WI,53913,55111,12173,7,28,27,0,0,0,0,0,1,0,28,25,3,28,24,0,0,0,0,0,1,0,25,4,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,5,5,0,5,1,-8,3,0,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2
631758,SAUK COUNTY SHERIFF'S OFFICE,BARABOO,WI,53913,55111,63949,5,47,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,0,43,4,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,4,4,0,4,2,2,3,4,2,2,3,2,3,5,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1
631759,SAUK PRAIRIE POLICE DEPARTMENT,SAUK CITY,WI,53583,55111,3495,8,13,2,0,0,0,0,0,0,0,2,2,0,2,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,2,0,2,2,-8,3,0,1,2,1,2,2,3,-88,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3
631906,WOODVILLE POLICE DEPARTMENT,WOODVILLE,WI,54028,55109,1349,9,4,0,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-8,3,0,-8,1,1,2,1,3,-88,-88,1,1,1,1,1,1,1,1,2,1,1,1,2,3
631751,RUSK COUNTY SHERIFF'S OFFICE,LADYSMITH,WI,54848,55107,14127,7,27,1,0,0,0,0,0,0,0,1,1,0,1,19,0,0,0,0,0,0,0,19,7,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-8,3,1,2,3,2,3,3,1,-88,2,1,1,1,1,1,1,1,1,1,1,1,2,3
631452,EVANSVILLE POLICE DEPARTMENT,EVANSVILLE,WI,53536,55105,5265,8,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,-8,3,0,1,2,2,2,2,2,-88,-88,1,1,2,1,1,1,1,1,1,2,1,1,2,2
631746,ROCK COUNTY SHERIFF'S OFFICE,JANESVILLE,WI,53545,55105,161620,4,99,9,1,1,0,0,0,0,0,11,11,0,11,89,1,0,0,0,0,0,0,90,10,0,2,0,0,0,0,12,1,21,0,0,0,0,0,0,0,21,17,4,21,1,-8,3,1,1,1,2,2,2,2,-88,2,2,1,1,-9,1,1,2,1,2,1,1,1,2,2
631533,JANESVILLE POLICE DEPARTMENT,JANESVILLE,WI,53548,55105,64159,5,99,11,1,0,0,0,0,0,0,12,10,2,12,90,0,2,1,0,0,0,0,93,5,0,1,0,0,0,0,6,1,10,0,0,0,0,0,0,0,10,10,0,10,1,-8,3,1,1,1,1,2,1,3,-88,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2
631737,RICHLAND COUNTY SHERIFF'S OFFICE,RICHLAND CENTER,WI,53581,55103,17476,7,30,8,0,0,0,0,1,0,0,9,4,5,9,21,0,0,0,0,0,0,0,21,9,0,0,0,0,0,0,9,1,4,0,0,0,0,0,0,0,4,3,1,4,2,-8,3,0,-8,1,3,2,3,4,-88,-88,2,1,1,1,1,1,1,1,1,2,2,1,2,3
631724,RACINE POLICE DEPARTMENT,RACINE,WI,53403,55101,77571,5,196,7,1,0,0,0,0,0,0,8,6,2,8,144,15,10,1,0,0,0,0,170,22,3,1,0,0,0,0,26,2,20,2,0,1,0,0,0,0,23,22,1,23,2,-8,1,13,1,1,1,2,2,1,-88,1,1,2,1,2,2,1,2,1,2,2,2,1,2,2
631389,CLAYTON POLICE DEPARTMENT,CLAYTON,WI,54004,55095,968,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-8,-8,1,1,1,1,2,1,3,1,-88,1,1,1,1,1,1,1,1,2,1,1,1,1,3
631390,CLEAR LAKE POLICE DEPARTMENT,CLEAR LAKE,WI,54005,55095,886,9,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,1,3,-8,-8,2,1,2,-8,2,3,3,-88,-88,2,2,1,1,1,2,2,1,2,2,1,1,1,3
631582,LUCK POLICE DEPARTMENT,LUCK,WI,54853,55095,921,9,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,-8,-8,0,-8,2,-8,2,-9,3,-88,-88,2,1,1,1,1,1,1,1,1,2,1,1,2,5
631710,POLK COUNTY SHERIFF'S OFFICE,BALSAM LAKE,WI,54810,55095,43481,6,29,2,0,0,0,0,0,0,0,2,2,0,2,27,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,4,4,0,4,2,-8,3,1,1,2,1,2,3,3,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,3
631446,ELLSWORTH POLICE DEPARTMENT,ELLSWORTH,WI,54011,55093,1155,9,5,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,0,0,0,0,0,0,0,1,1,0,1,1,-8,-8,1,1,2,3,2,3,3,1,-88,1,2,1,1,2,1,1,1,1,2,1,1,1,3
631718,PRESCOTT POLICE DEPARTMENT,PRESCOTT,WI,54021,55093,4229,8,8,2,0,0,0,0,0,0,0,2,2,0,2,8,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,3,3,0,3,1,-8,3,0,2,2,2,2,1,4,1,1,1,1,2,1,2,2,2,1,1,1,2,1,2,3
631714,PORT WASHINGTON POLICE DEPARTMENT,PORT WASHINGTON,WI,53074,55089,11642,7,20,2,0,0,0,0,0,0,0,2,2,0,2,19,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,2,0,1,2,2,2,2,3,-88,-88,2,1,1,2,1,2,2,1,1,2,1,1,1,3
